PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8,PSS_ASSOC_9,PSS_ASSOC_10,PSS_ASSOC_11,PSS_ASSOC_12,PSS_ASSOC_13,PSS_ASSOC_14,PSS_ASSOC_15
31844,CHRIST LUTHERAN SCHOOL,2,13,3901 E INDIAN SCHOOL RD,PHOENIX,4013,13,AZ,4,85018,6029577010,176,6.83,No,,112,54,50,47,54,57,40,55,55,42,,,,,566,454,1,7,12,3,389,0,42,34.1,11,1,1,1,2,1,0.22,1.54,2.64,0.66,85.68,0,9.25,13.31,20,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100165,CHRIST LUTHERAN VAIL EC AND EDU CREATION SCHOOL,2,10,14600 E COLOSSAL CAVE RD,VAIL,4019,19,AZ,4,85641,5204687075,181,6.5,Yes,1,30,9,19,6,6,7,1,,,,,,,,79,49,0,3,13,3,30,0,0,7.3,41,1,1,1,2,4,0,6.12,26.53,6.12,61.22,0,0,6.71,20,PIMA,National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,,
A9900116,CHRIST THE KING SCHOOL,2,13,1551 E DANA AVE,MESA,4013,13,AZ,4,85204,4808444480,180,7.25,Yes,,12,24,27,24,21,18,29,24,18,16,,,,,213,201,1,8,93,7,74,6,12,15,11,1,1,1,1,1,0.49,3.98,46.26,3.48,36.81,2.98,5.97,13.4,1,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
K9300074,CHRIST'S GREENFIELD LUTHERAN SCHOOL,2,13,425 N GREENFIELD RD,GILBERT,4013,13,AZ,4,85234,4808928314,175,7,No,68,81,43,26,36,20,29,17,26,30,22,,,,,398,317,0,3,52,5,227,0,30,25.6,21,1,1,1,2,2,0,0.94,16.4,1.57,71.6,0,9.46,12.38,20,MARICOPA,Other religious school association(s),,,,,,,,,,,,,,
A1390009,CHRYSALIS ACAD DAY SCHOOL FOR CHILDREN WITH AUTISM,1,1,1250 N 77TH ST,SCOTTSDALE,4013,13,AZ,4,85257,4808396000,209,5.75,No,35,,,,,,,,,,,,,,,35,35,1,1,4,3,25,0,1,4,12,1,4,3,3,1,2.85,2.85,11.42,8.57,71.42,0,2.85,8.75,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1900102,COCHISE SDA CHRISTIAN SCHOOL,7,13,PO BOX 4146,BISBEE,4003,3,AZ,4,85603,5204329186,180,6.5,Yes,,,,,1,2,2,4,,5,1,,,,,15,15,0,0,6,1,5,0,3,1,32,1,1,1,2,3,0,0,40,6.66,33.33,0,20,15,28,COCHISE,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A2190028,COCHISE SDA CHRISTIAN SCHOOL,7,13,PO BOX 4146,BISBEE,4003,3,AZ,4,85603,5204329186,180,7,No,,,,,1,2,2,4,,5,1,,,,,15,15,0,0,7,1,4,0,3,1,32,1,1,1,2,3,0,0,46.66,6.66,26.66,0,20,15,28,COCHISE,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A0100489,COMMUNITY MONTESSORI SCHOOL,2,3,3737 E SHEA BLVD,PHOENIX,4013,13,AZ,4,85028,6029539532,220,6,No,,27,5,,,,,,,,,,,,,32,5,0,1,0,2,2,0,0,2.6,11,1,2,1,3,1,0,20,0,40,40,0,0,1.92,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,
A1970250,COMMUNITY MONTESSORI SCHOOL OF BISBEE,2,8,1900 S NACO HWY,BISBEE,4003,3,AZ,4,85603,5204328075,180,7,No,,6,6,4,6,1,,,,,,,,,,23,17,0,3,0,0,14,0,0,2.9,41,1,2,1,3,4,0,17.64,0,0,82.35,0,0,5.86,30,COCHISE,American Montessori Society (AMS),Association Montessori International (AMI),,,,,,,,,,,,,
A0507024,COVENANT CHILD CARE CENTER,2,3,PO BOX 80847,PHOENIX,4013,13,AZ,4,85060,6029555728,180,5.5,No,,33,8,,,,,,,,,,,,,41,8,0,0,0,1,7,0,0,1,11,1,7,1,2,1,0,0,0,12.5,87.5,0,0,8,29,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1700056,CREO MONTESSORI SCHOOL,2,14,1475 S HIGLEY RD,GILBERT,4013,13,AZ,4,85296,4802080256,180,7.83,No,,64,30,22,22,22,15,12,18,4,4,4,,,,217,153,0,14,14,12,104,0,9,15,21,1,2,3,3,2,0,9.15,9.15,7.84,67.97,0,5.88,10.2,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,
A0900158,CROSS CHRISTIAN ACADEMY,3,10,17475 W BELL RD,SURPRISE,4013,13,AZ,4,85374,6235562230,180,7.08,Yes,,,10,7,16,10,14,8,,,,,,,,65,65,1,1,19,4,38,0,2,5,21,1,1,1,2,2,1.53,1.53,29.23,6.15,58.46,0,3.07,13,5,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A0700041,CROSS OF GLORY LUTHERAN SCHOOL,2,13,10111 W JOMAX RD,PEORIA,4013,13,AZ,4,85383,6232248841,175,7,No,,51,15,10,11,10,9,9,5,2,3,,,,,125,74,0,0,1,4,69,0,0,5.6,21,1,1,1,2,2,0,0,1.35,5.4,93.24,0,0,13.21,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
K9500018,CROSS ROADS PRESCHOOL & KINDERGARTEN,2,4,7901 N CENTRAL AVE,PHOENIX,4013,13,AZ,4,85020,6023710741,147,4,No,,86,22,,,,,,,,,,,,,108,22,,,,,,,,14.4,11,1,7,1,3,1,,,,,,,,1.52,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9500076,DAYSPRING PRESCHOOL & KINDERGARTEN,2,3,1365 E ELLIOT RD,TEMPE,4013,13,AZ,4,85284,4808389097,165,5.75,No,,97,19,,,,,,,,,,,,,116,19,1,0,0,1,17,0,0,2,12,1,7,1,3,1,5.26,0,0,5.26,89.47,0,0,9.5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0304003,DESERT CHRISTIAN SCHOOL,2,17,7525 E SPEEDWAY BLVD,TUCSON,4019,19,AZ,4,85710,5209015499,177,7.16,Yes,,50,30,20,31,24,23,29,22,34,50,44,43,39,36,475,425,2,12,44,9,358,0,0,56,11,1,1,3,2,1,0.47,2.82,10.35,2.11,84.23,0,0,7.58,8,PIMA,Association of Christian Schools International (ACSI),Christian Schools International (CSI),Other special emphasis association(s),,,,,,,,,,,,
A1900103,DESERT CHRISTIAN SCHOOLS PK12,2,17,9415 E WRIGHTSTOWN RD,TUCSON,4019,19,AZ,4,85715,5209015499,175,6.5,Yes,,45,30,20,31,24,23,29,22,34,50,47,43,40,36,474,429,3,14,67,14,325,0,6,23.8,11,1,1,3,2,1,0.69,3.26,15.61,3.26,75.75,0,1.39,18.02,8,PIMA,Association of Christian Schools International (ACSI),Christian Schools International (CSI),,,,,,,,,,,,,
A0100502,DESERT GARDEN MONTESSORI,2,17,5130 E WARNER RD,PHOENIX,4013,13,AZ,4,85044,4804969833,180,7.75,No,,149,29,19,23,20,19,15,8,15,10,6,3,9,2,327,178,10,6,28,7,93,5,29,43.4,11,1,2,3,3,1,5.61,3.37,15.73,3.93,52.24,2.8,16.29,4.1,30,MARICOPA,American Montessori Society (AMS),Other Montessori association(s),Other special emphasis association(s),,,,,,,,,,,,
A2100170,DESERT JEWISH ACADEMY,3,11,3400 N DOBSON RD,CHANDLER,4013,13,AZ,4,85224,4803900971,180,6.5,No,,,3,3,4,2,5,12,3,,,,,,,32,32,0,1,0,0,31,0,0,4.8,11,1,1,1,2,1,0,3.12,0,0,96.87,0,0,6.66,18,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9500079,DESERT SHADOWS MONTESSORI,2,3,6709 E UNIVERSITY DR,MESA,4013,13,AZ,4,85205,4808305887,215,7,No,31,27,4,,,,,,,,,,,,,62,35,0,0,0,7,28,0,0,1,21,1,2,1,3,2,0,0,0,20,80,0,0,35,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,
A0100504,DESERT SKY MONTESSORI,2,3,12850 N SCOTTSDALE RD,SCOTTSDALE,4013,13,AZ,4,85254,4809987019,195,6,Yes,,31,5,,,,,,,,,,,,,36,5,0,3,0,0,2,0,0,3.6,11,1,2,1,3,1,0,60,0,0,40,0,0,1.38,30,MARICOPA,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,,,,,,,,
A9703834,DESERT SUN CHILD DEVELOPMENT CENTER,2,3,1512 W ELLIOT RD,CHANDLER,4013,13,AZ,4,85224,4808311718,198,5,Yes,,62,19,,,,,,,,,,,,,81,19,0,1,2,0,16,0,0,2,11,1,7,1,3,1,0,5.26,10.52,0,84.21,0,0,9.5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100171,DESERT VIEW LEARNING CENTER,3,9,4027 E LINCOLN DR,PARADISE VALLEY,4013,13,AZ,4,85253,6028408950,166,6,No,,,21,22,20,10,10,,,,,,,,,83,83,0,0,3,0,78,0,2,8.9,21,1,1,1,3,2,0,0,3.61,0,93.97,0,2.4,9.32,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0100508,DESERT VOICES ORAL LEARNING CENTER,2,3,3426 E SHEA BLVD,PHOENIX,4013,13,AZ,4,85028,6022240598,183,6.5,Yes,,14,2,,,,,,,,,,,,,16,2,0,0,0,0,2,0,0,1.3,11,1,4,1,3,1,0,0,0,0,100,0,0,1.53,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0500067,DYNAMITE MONTESSORI,2,9,29210 N 59TH ST,CAVE CREEK,4013,13,AZ,4,85331,4805635710,210,8,Yes,,80,10,10,10,8,1,,,,,,,,,119,39,2,3,10,1,13,0,10,13.3,21,3,2,1,3,2,5.12,7.69,25.64,2.56,33.33,0,25.64,2.93,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,
32065,EAST FORK LUTHERAN SCHOOL,3,13,PO BOX 489,WHITERIVER,4017,17,AZ,4,85941,9283384455,144,8.75,Yes,,,12,15,9,13,13,8,11,14,8,,,,,103,103,103,0,0,0,0,0,0,9,41,1,1,1,2,4,100,0,0,0,0,0,0,11.44,22,NAVAJO,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2190029,EAST VALLEY ACTON ACADEMY,2,13,1125 E BLUE SPRUCE LN,GILBERT,4013,13,AZ,4,85298,4805783583,180,7.25,No,,2,,1,2,1,1,1,1,2,1,,,,,12,10,0,2,0,0,8,0,0,2.3,21,1,2,1,3,2,0,20,0,0,80,0,0,4.34,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0100517,EMMANUEL CHRISTIAN ACADEMY,2,13,3120 HUALAPAI MOUNTAIN RD,KINGMAN,4015,15,AZ,4,86401,9286814220,144,7.25,No,,14,31,44,27,32,19,12,10,13,5,,,,,207,193,2,10,23,7,150,1,0,18.1,33,1,1,1,2,3,1.03,5.18,11.91,3.62,77.72,0.51,0,10.66,8,MOHAVE,Association of Christian Schools International (ACSI),Other school association(s),,,,,,,,,,,,,
32076,EMMANUEL LUTHERAN SCHOOL,3,13,715 W SOUTHERN AVE,TEMPE,4013,13,AZ,4,85282,4809673991,175,6.75,No,,,7,15,13,12,9,12,14,15,10,,,,,107,107,5,1,17,2,65,0,17,8.3,12,1,1,1,2,1,4.67,0.93,15.88,1.86,60.74,0,15.88,12.89,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
33047,EMMAUS LUTHERAN SCHOOL,2,13,3841 W SWEETWATER AVE,PHOENIX,4013,13,AZ,4,85029,6028433853,173,6.75,Yes,,20,10,10,3,6,5,4,5,3,8,,,,,74,54,5,4,8,5,29,1,2,4,11,1,1,1,2,1,9.25,7.4,14.81,9.25,53.7,1.85,3.7,13.5,29,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100176,EMPOWER ACADEMY MVA CAMPUS,9,17,22050 E QUEEN CREEK RD,QUEEN CREEK,4021,21,AZ,4,85142,4804761171,180,6.5,No,,,,,,,3,5,2,2,2,5,4,6,2,31,31,0,0,8,3,20,0,0,5,21,1,4,3,3,2,0,0,25.8,9.67,64.51,0,0,6.2,30,PINAL,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1900106,FAITH CHRISTIAN ACADEMY,11,17,3020 S MISSION RD,TUCSON,4019,19,AZ,4,85713,5208834999,180,7.5,Yes,,,,,,,,,5,12,11,8,3,2,6,47,47,2,0,32,0,13,0,0,7.9,11,1,1,3,2,1,4.25,0,68.08,0,27.65,0,0,5.94,8,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9703841,FAITH COMMUNITY ACADEMY,2,11,2551 W ORANGE GROVE RD,TUCSON,4019,19,AZ,4,85741,5207424189,175,6.5,Yes,,41,17,16,14,10,13,14,17,,,,,,,142,101,0,1,26,7,59,0,8,9.3,21,1,1,1,2,2,0,0.99,25.74,6.93,58.41,0,7.92,10.86,29,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
31833,FAITH LUTHERAN SCHOOL,2,13,3925 E 5TH ST,TUCSON,4019,19,AZ,4,85711,5208810670,180,7,Yes,,8,5,5,8,3,10,4,4,8,7,,,,,62,54,1,1,9,4,29,2,8,5.6,11,1,1,1,2,1,1.85,1.85,16.66,7.4,53.7,3.7,14.81,9.64,20,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0500072,FAMILY LIFE ACADEMY,2,13,530 S PANTANO RD,TUCSON,4019,19,AZ,4,85710,5202968989,181,6.5,Yes,,90,13,13,14,4,5,15,13,8,9,,,,,184,94,3,5,25,9,52,0,0,8.6,11,1,1,1,2,1,3.19,5.31,26.59,9.57,55.31,0,0,10.93,8,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A9100339,FIRST BAPTIST CHRISTIAN ACADEMY,2,14,1447 S 7TH ST,SIERRA VISTA,4003,3,AZ,4,85635,5204582983,180,6.91,Yes,,50,21,19,18,19,17,16,16,15,9,5,,,,205,155,1,7,26,14,104,1,2,14.5,13,1,1,3,2,1,0.64,4.51,16.77,9.03,67.09,0.64,1.29,10.68,5,COCHISE,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
2004116,FIRST SOUTHERN CHRISTIAN SCHOOL,2,11,445 E SPEEDWAY BLVD,TUCSON,4019,19,AZ,4,85705,5206249797,180,6.5,Yes,,12,13,10,11,11,11,4,3,,,,,,,75,63,0,1,46,1,14,0,1,5.4,11,1,1,1,2,1,0,1.58,73.01,1.58,22.22,0,1.58,11.66,5,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A0700043,FLAGSTAFF CHRISTIAN SCHOOL,3,17,PO BOX 30841,FLAGSTAFF,4005,5,AZ,4,86003,9283807974,142,7.25,Yes,,,39,33,33,22,26,18,19,21,16,6,8,,3,244,244,10,6,53,5,150,0,20,17.3,13,1,1,3,2,1,4.09,2.45,21.72,2.04,61.47,0,8.19,14.1,29,COCONINO,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A0900124,FLORENCE BAPTIST ACADEMY,2,3,PO BOX 298,FLORENCE,4021,21,AZ,4,85132,5208681728,175,7.5,Yes,28,1,2,,,,,,,,,,,,,31,30,0,0,6,1,23,0,0,5,31,1,1,1,2,3,0,0,20,3.33,76.66,0,0,6,8,PINAL,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1990016,FOURTEENSIX CHRISTIAN ACADEMY,3,16,15175 W MONDELL RD,SURPRISE,4013,13,AZ,4,85374,6232487285,188,7.5,No,,,11,6,11,8,6,4,7,5,5,10,1,1,,75,75,0,9,7,6,46,0,7,5.5,21,1,6,3,2,2,0,12,9.33,8,61.33,0,9.33,13.63,8,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2190031,FUSION SCOTTSDALE,10,17,8700 N GAINEY DR STE 150,SCOTTSDALE,4013,13,AZ,4,85258,6026613721,,6,Yes,15,,,,,,,1,7,10,13,13,13,6,17,95,95,2,0,7,1,85,0,0,26.8,12,1,1,3,3,1,2.1,0,7.36,1.05,89.47,0,0,3.54,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1500084,GARY K. HERBERGER YOUNG SCHOLARS ACADEMY,12,17,4701 W THUNDERBIRD RD,GLENDALE,4013,13,AZ,4,85306,4807278550,171,7,No,,,,,,,,,,12,14,17,21,23,18,105,105,0,15,2,2,86,0,0,10.6,11,1,3,2,3,1,0,14.28,1.9,1.9,81.9,0,0,9.9,30,MARICOPA,Other school association(s),,,,,,,,,,,,,,
A0900126,GATEWAY ACADEMY,11,17,3939 E SHEA BLVD,PHOENIX,4013,13,AZ,4,85028,4809981071,185,7,Yes,,,,,,,,,4,9,18,22,18,16,16,103,103,0,2,7,1,92,1,0,20,11,1,4,3,3,1,0,1.94,6.79,0.97,89.32,0.97,0,5.15,30,MARICOPA,National Association of Private Special Education Centers (NAPSEC),Other special emphasis association(s),Other school association(s),,,,,,,,,,,,
2003291,GETHSEMANE LUTHERAN SCHOOL,2,3,1035 E GUADALUPE RD,TEMPE,4013,13,AZ,4,85283,4808390906,180,6,No,,98,18,,,,,,,,,,,,,116,18,0,2,1,0,15,0,0,1,12,1,7,1,2,1,0,11.11,5.55,0,83.33,0,0,18,20,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1970255,GILBERT CHRISTIAN SCHOOLS,2,17,3632 E JASPER DR,GILBERT,4013,13,AZ,4,85296,4802521018,180,7,No,,60,120,120,120,120,120,120,120,120,120,120,110,80,80,1530,1470,,,,,,,,123,21,1,1,3,2,2,,,,,,,,11.95,8,MARICOPA,Association of Christian Schools International (ACSI),State or regional independent school association,,,,,,,,,,,,,
A1970256,GILBERT CHRISTIAN SCHOOLS - GREENFIELD CAMPUS,2,13,4341 S GREENFIELD RD,GILBERT,4013,13,AZ,4,85297,4806388000,180,8,No,,32,62,64,63,63,62,63,62,60,61,,,,,592,560,,,,,,,,42.4,21,1,1,1,2,2,,,,,,,,13.2,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
33193,GLENVIEW ADVENTIST ACADEMY,3,13,6801 N 43RD AVE,PHOENIX,4013,13,AZ,4,85019,6239311846,180,7.25,No,,,22,12,11,17,18,15,14,13,26,,,,,148,148,0,18,96,20,12,1,1,7.4,11,1,1,1,2,1,0,12.16,64.86,13.51,8.1,0.67,0.67,20,28,MARICOPA,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A2192012,GLOBAL SCHOOLS FOR STARSEED AND URANTIAN CHILDREN AND TEENS,2,17,2074 PENDLETON DRIVE,Rio Rico,4023,23,AZ,4,85648,5204036271,260,8,Yes,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,20,19,0,0,0,0,19,0,0,6.3,42,1,6,3,2,4,0,0,0,0,100,0,0,3.01,29,SANTA CRUZ,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
32269,GOMPERS PRIVATE SCHOOL,11,17,6601 N 27TH AVE,PHOENIX,4013,13,AZ,4,85017,6023360061,180,7,No,,,,,,,,,1,1,1,1,1,2,3,10,10,0,0,5,2,3,0,0,2,11,1,4,3,3,1,0,0,50,20,30,0,0,5,30,MARICOPA,Other special emphasis association(s),,,,,,,,,,,,,,
A9100355,GOSPEL OUTREACH CHRISTIAN SCHOOL,3,17,515 W WICKENBURG WAY,WICKENBURG,4013,13,AZ,4,85390,9286845227,185,6,Yes,,,2,,1,,1,2,1,,1,,1,,2,11,11,0,0,1,0,10,0,0,4.4,32,1,1,3,2,3,0,0,9.09,0,90.9,0,0,2.5,29,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9100356,GRACE CHRISTIAN ACADEMY,2,13,1200 E SOUTHERN AVE,TEMPE,4013,13,AZ,4,85282,4809665022,180,6.75,Yes,,63,35,31,24,22,30,26,20,21,15,,,,,287,224,,,,,,,,18.8,12,1,1,1,2,1,,,,,,,,11.91,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A0304004,GRACE FELLOWSHIP ACADEMY,2,13,1300 N MILLER RD,BUCKEYE,4013,13,AZ,4,85326,6233938883,139,8,Yes,,13,10,14,13,14,12,10,13,10,7,,,,,116,103,0,3,7,4,82,1,6,9.1,31,1,1,1,2,3,0,2.91,6.79,3.88,79.61,0.97,5.82,11.31,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
32848,GRACE LUTHERAN SCHOOL,2,13,5600 W PALMAIRE AVE,GLENDALE,4013,13,AZ,4,85301,6239372010,174,6.75,No,,27,14,10,13,11,11,14,13,5,7,,,,,125,98,4,0,18,6,56,0,14,6,21,1,1,1,2,2,4.08,0,18.36,6.12,57.14,0,14.28,16.33,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9703817,GRACEPOINTE CHRISTIAN ACADEMY,2,10,5757 W AJO HWY,TUCSON,4019,19,AZ,4,85735,5205783249,179,6,No,,19,12,7,7,8,6,6,,,,,,,,65,46,2,0,41,1,2,0,0,6.3,21,1,1,1,2,2,4.34,0,89.13,2.17,4.34,0,0,7.3,8,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
BB220024,GREENHOUSE MONTESSORI,2,7,505 S GILBERT RD,GILBERT,4013,13,AZ,4,85296,4806350386,180,6.83,Yes,,30,9,3,6,,,,,,,,,,,48,18,,,8,1,,,,1.6,21,1,2,1,3,2,,,44.44,5.55,,,,11.25,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2190033,GUIDEPOST MONTESSORI AT PEORIA,2,3,20565 N FLETCHER WAY,PEORIA,4013,13,AZ,4,85382,6235623353,150,8,No,,125,6,,,,,,,,,,,,,131,6,0,0,3,1,2,0,0,2,21,1,2,1,3,2,0,0,50,16.66,33.33,0,0,3,30,MARICOPA,Other Montessori association(s),,,,,,,,,,,,,,
A1992074,HEARTWOOD MONTESSORI,2,13,207 N MESA DR,MESA,4013,13,AZ,4,85201,4805990137,180,7,Yes,,42,16,14,14,10,15,6,2,4,4,,,,,127,85,0,7,37,12,26,3,0,15,11,1,2,1,3,1,0,8.23,43.52,14.11,30.58,3.52,0,5.66,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,
A9900129,HI-STAR CENTER FOR CHILDREN,3,13,PO BOX 6466,GLENDALE,4013,13,AZ,4,85312,6025483038,180,6,Yes,,,5,2,2,4,7,6,3,10,6,,,,,45,45,1,1,11,5,25,0,2,7,11,1,4,1,3,1,2.22,2.22,24.44,11.11,55.55,0,4.44,6.42,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A2100182,HMAN'SHAWA DAY SCHOOL,2,3,PO BOX 17779,FOUNTAIN HILLS,4013,13,AZ,4,85269,4807897227,180,6.5,No,,20,13,,,,,,,,,,,,,33,13,0,0,0,0,0,13,0,12.9,41,1,7,1,3,4,0,0,0,0,0,100,0,1,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
33218,HOLBROOK SEVENTH-DAY ADVENTIST INDIAN SCHOOL,6,17,2001 MCLAWS RD,HOLBROOK,4017,17,AZ,4,86025,9285246845,180,8,Yes,,,,2,,,6,2,5,6,8,8,14,4,6,61,61,58,2,0,0,1,0,0,8.9,41,1,1,3,2,4,95.08,3.27,0,0,1.63,0,0,6.85,28,NAVAJO,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
A1100032,HOLY CROSS LUTHERAN SCHOOL,3,14,1420 W THUNDERBIRD RD,PHOENIX,4013,13,AZ,4,85023,6236883141,180,7,Yes,,,1,,,,1,,1,,2,2,,,,7,7,0,0,4,0,3,0,0,1.1,11,1,1,3,2,1,0,0,57.14,0,42.85,0,0,6.36,23,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
