PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8,PSS_ASSOC_9,PSS_ASSOC_10,PSS_ASSOC_11,PSS_ASSOC_12,PSS_ASSOC_13,PSS_ASSOC_14,PSS_ASSOC_15
BB220003,HOLY FAMILY ACADEMY,3,17,2969 N GREENFIELD RD,PHOENIX,4013,13,AZ,4,85016,6024386513,181,7,Yes,,,5,6,7,10,11,8,4,9,10,6,7,3,5,91,91,0,0,10,0,80,0,1,9.9,11,1,1,3,1,1,0,0,10.98,0,87.91,0,1.09,9.19,1,MARICOPA,Other school association(s),,,,,,,,,,,,,,
A0500066,HOPE CHRISTIAN ACADEMY,3,13,1125 N DOBSON RD,CHANDLER,4013,13,AZ,4,85224,4807221445,172,7.33,No,,,15,15,13,14,8,12,12,2,6,,,,,97,97,0,1,6,0,90,0,0,13.9,11,1,1,1,2,1,0,1.03,6.18,0,92.78,0,0,6.97,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A2190035,IGNITE LEARNING ACADEMY,2,17,"4848 E CACTUS ROAD, STE 505-897",SCOTTSDALE,4013,13,AZ,4,85254,4806606474,182,6,No,,4,19,19,20,19,23,20,26,23,30,19,9,6,3,240,236,8,32,43,24,125,4,0,18.3,11,1,1,3,3,1,3.38,13.55,18.22,10.16,52.96,1.69,0,12.89,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
31039,IMMACULATE CONCEPTION CATHOLIC SCHOOL,2,13,501 S AVE B,YUMA,4027,27,AZ,4,85364,9287835225,180,7,Yes,,14,21,18,26,21,28,21,20,26,28,,,,,223,209,0,3,188,2,14,1,1,13.9,13,1,1,1,1,1,0,1.43,89.95,0.95,6.69,0.47,0.47,15.03,1,YUMA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A9100366,IMMACULATE HEART ACADEMY,2,13,410 E MAGEE RD,ORO VALLEY,4019,19,AZ,4,85704,5202976672,180,7.25,Yes,,8,14,10,12,14,18,14,18,22,23,,,,,153,145,0,6,51,1,82,0,5,14.6,21,1,1,1,1,2,0,4.13,35.17,0.68,56.55,0,3.44,9.93,1,PIMA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A1900111,IMMACULATE HEART HIGH SCHOOL,14,17,625 E MAGEE RD,TUCSON,4019,19,AZ,4,85704,5202972851,180,7,Yes,,,,,,,,,,,,19,5,12,14,50,50,0,4,27,0,19,0,0,6.6,21,1,1,2,1,2,0,8,54,0,38,0,0,7.57,1,PIMA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
32939,IMMANUEL MISSION SCHOOL,2,13,PO BOX 1080,TEEC NOS POS,4001,1,AZ,4,86514,9284890421,144,7.25,Yes,,5,7,5,7,2,2,4,2,5,4,,,,,43,38,38,0,0,0,0,0,0,6.6,43,1,1,1,2,4,100,0,0,0,0,0,0,5.75,8,APACHE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1500086,INTERMOUNTAIN ACADEMY,7,17,PO BOX 86537,TUCSON,4019,19,AZ,4,85745,5202322900,180,6.75,Yes,,,,,3,6,8,7,10,11,10,8,10,7,26,106,106,7,4,33,11,50,1,0,10,11,1,4,3,3,1,6.6,3.77,31.13,10.37,47.16,0.94,0,10.6,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0100541,INTERNATIONAL SCHOOL OF ARIZONA,2,13,9522 E SAN SALVADOR DR,SCOTTSDALE,4013,13,AZ,4,85258,4808742326,180,7.25,Yes,,36,42,29,36,30,30,24,18,15,5,,,,,265,229,,,,,,,,20,12,1,3,1,3,1,,,,,,,,11.45,30,MARICOPA,Other school association(s),,,,,,,,,,,,,,
A0700046,INTERNATIONAL SCHOOL OF TUCSON,3,13,1701 E SENECA ST,TUCSON,4019,19,AZ,4,85719,5204060552,180,7.5,No,,,36,39,26,22,12,7,10,8,3,,,,,163,163,9,3,61,12,72,3,3,20,11,1,3,1,3,1,5.52,1.84,37.42,7.36,44.17,1.84,1.84,8.15,30,PIMA,Other school association(s),,,,,,,,,,,,,,
A2192015,JEWELL SCHOOL,3,13,26015 S MANDARIN,QUEEN CREEK,4013,13,AZ,4,85142,4808051400,180,5.25,Yes,3,,3,2,1,4,3,3,3,3,4,,,,,29,29,0,0,8,1,16,3,1,4.6,21,1,1,1,2,2,0,0,27.58,3.44,55.17,10.34,3.44,6.3,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A2190036,JOHN PAUL II CATHOLIC HIGH SCHOOL,14,17,3120 N 137 AVE,AVONDALE,4013,13,AZ,4,85392,6232332777,,6.5,Yes,,,,,,,,,,,,106,74,69,84,333,333,0,23,0,4,288,1,17,24.9,22,1,1,2,1,2,0,6.9,0,1.2,86.48,0.3,5.1,13.37,1,MARICOPA,Other religious school association(s),,,,,,,,,,,,,,
30909,KINO LEARNING CENTER,1,1,6625 N 1ST AVE,TUCSON,4019,19,AZ,4,85718,5202977278,170,6.5,Yes,38,,,,,,,,,,,,,,,38,38,0,0,4,0,34,0,0,9.9,21,1,6,3,3,2,0,0,10.52,0,89.47,0,0,3.83,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
BB180049,LEXINGTON LIFE ACADEMY,2,17,4401 S WHITE MOUNTAIN RD,SHOW LOW,4017,17,AZ,4,85901,9283517864,183,6.5,No,,3,5,6,4,4,6,6,11,8,8,5,15,8,7,96,93,7,0,5,2,79,0,0,10,41,1,4,3,3,4,7.52,0,5.37,2.15,84.94,0,0,9.3,30,NAVAJO,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1990019,LEXINGTON LIFE ACADEMY - PHOENIX,3,17,6301 W INDIAN SCHOOL RD,PHOENIX,4013,13,AZ,4,85033,4808261463,171,7,Yes,140,,22,12,5,11,7,13,13,8,7,6,6,21,5,276,276,,,,,,,,13,11,1,4,3,3,1,,,,,,,,21.23,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
BB220025,LIFE - LAUREN'S INSTITUTE FOR EDUCATION,2,17,1305 S GILBERT RD,GILBERT,4013,13,AZ,4,85296,4806218361,180,6,Yes,21,9,14,23,11,20,11,11,8,11,5,10,7,2,3,166,157,,,,,,,,12,21,1,4,3,3,2,,,,,,,,13.08,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1970269,LITTLE SCHOLARS ACADEMY,2,3,6702 W CHOLLA ST,PEORIA,4013,13,AZ,4,85345,6238893777,187,6,No,,132,5,,,,,,,,,,,,,137,5,0,0,1,1,3,0,0,1,21,1,7,1,3,2,0,0,20,20,60,0,0,5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A0992003,LOGOS CHRISTIAN ACADEMY,3,13,PO BOX 11493,CASA GRANDE,4021,21,AZ,4,85130,5204211220,147,7.33,No,,,18,19,12,15,17,9,9,7,13,,,,,119,119,5,2,28,2,76,0,6,9.4,41,1,1,1,2,4,4.2,1.68,23.52,1.68,63.86,0,5.04,12.65,8,PINAL,American Association of Christian Schools (AACS),Association of Classical Christian Schools (ACCS),,,,,,,,,,,,,
31094,LORETTO CATHOLIC SCHOOL,3,13,1200 E 14TH ST,DOUGLAS,4003,3,AZ,4,85607,5202271755,180,7,Yes,,,21,20,23,17,25,21,28,26,23,,,,,204,204,0,0,202,0,2,0,0,9,33,1,1,1,1,3,0,0,99.01,0,0.98,0,0,22.66,1,COCHISE,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
30873,LOURDES CATHOLIC SCHOOL,2,17,555 E PATAGONIA HWY,NOGALES,4023,23,AZ,4,85621,5202875659,180,7,No,,20,14,17,20,25,24,33,27,31,21,8,12,10,7,269,249,0,2,245,0,1,0,1,14.6,33,1,1,3,1,3,0,0.8,98.39,0,0.4,0,0.4,17.05,1,SANTA CRUZ,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A1990021,LUMOS ARTS ACADEMY,3,17,2055 S POWER RD,MESA,4013,13,AZ,4,85209,4802752212,180,7,No,,,9,8,8,10,6,17,11,18,12,14,23,12,12,160,160,0,0,12,0,148,0,0,18,11,1,3,3,3,1,0,0,7.5,0,92.5,0,0,8.88,30,MARICOPA,Other special emphasis association(s),,,,,,,,,,,,,,
BB220014,MESA CHRISTIAN ACADEMY,3,16,7918 E 1ST AVE,MESA,4013,13,AZ,4,85208,4806411970,175,7,Yes,,,7,2,1,2,3,2,3,5,1,6,,2,,34,34,4,0,9,1,18,0,2,5.1,21,1,1,3,2,2,11.76,0,26.47,2.94,52.94,0,5.88,6.66,8,MARICOPA,Accelerated Christian Education (ACE) (or School of Tomorrow),,,,,,,,,,,,,,
A1900121,MINGUS MOUNTAIN ACADEMY,11,17,PO BOX 26485,PRESCOTT VALLEY,4025,25,AZ,4,86312,6023352022,221,6.5,No,,,,,,,,,3,6,12,22,30,25,17,115,115,12,1,25,16,54,2,5,11,42,2,6,3,3,4,10.43,0.86,21.73,13.91,46.95,1.73,4.34,10.45,30,YAVAPAI,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1392005,MIS MANOS MONTESSORI SCHOOL,3,3,100 W MAGEE RD,TUCSON,4019,19,AZ,4,85704,5204981700,180,7,No,,,2,,,,,,,,,,,,,2,2,0,1,1,0,0,0,0,1,21,1,2,1,3,2,0,50,50,0,0,0,0,2,30,PIMA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9500113,MONTESSORI CENTER SCHOOL,2,3,8625 N 19TH AVE,PHOENIX,4013,13,AZ,4,85021,6026784470,212,10,No,,58,8,,,,,,,,,,,,,66,8,0,2,1,0,4,0,1,3,11,1,7,1,3,1,0,25,12.5,0,50,0,12.5,2.66,30,MARICOPA,Association Montessori International (AMI),,,,,,,,,,,,,,
A9100398,MONTESSORI CHILDRENS HOUSE,2,9,516 W BETHANY HOME RD,PHOENIX,4013,13,AZ,4,85013,6022640096,190,7,No,,27,8,8,6,1,4,,,,,,,,,54,27,0,1,5,4,16,1,0,7.8,11,1,2,1,3,1,0,3.7,18.51,14.81,59.25,3.7,0,3.46,30,MARICOPA,American Montessori Society (AMS),,,,,,,,,,,,,,
A1300082,MONTESSORI IN THE PARK,2,4,1832 N LITCHFIELD RD,GOODYEAR,4013,13,AZ,4,85395,6235354863,180,7,No,32,43,7,,,,,,,,,,,,,82,39,3,0,8,0,28,0,0,6,22,1,2,1,3,2,7.69,0,20.51,0,71.79,0,0,6.5,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
31403,MOST HOLY TRINITY CATHOLIC ELEMENTARY SCHOOL,3,13,535 E ALICE AVE,PHOENIX,4013,13,AZ,4,85020,6029439058,180,7.91,Yes,,,16,22,20,18,20,18,9,18,24,,,,,165,165,0,3,143,8,10,1,0,12.9,11,1,1,1,1,1,0,1.81,86.66,4.84,6.06,0.6,0,12.79,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A0792004,MOUNTAIN CHRISTIAN SCHOOL,3,13,3171 E SHOW LOW LAKE RD,SHOW LOW,4017,17,AZ,4,85901,9285371050,140,8,No,,,11,14,12,8,12,14,17,10,8,,,,,106,106,13,0,0,1,87,0,5,10.3,33,1,1,1,2,3,12.26,0,0,0.94,82.07,0,4.71,10.29,8,NAVAJO,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
31651,NATIVE AMERICAN CHRISTIAN ACADEMY,3,17,PO BOX 4013,SUN VALLEY,4017,17,AZ,4,86029,9285246211,185,10,Yes,,,2,2,2,1,7,,3,2,,4,7,1,2,33,33,22,0,5,0,3,0,3,5.6,42,1,1,3,2,4,66.66,0,15.15,0,9.09,0,9.09,5.89,12,NAVAJO,Accelerated Christian Education (ACE) (or School of Tomorrow),Association of Christian Schools International (ACSI),,,,,,,,,,,,,
31753,NAVAJO MISSION PREPARATORY SCHOOL,3,7,1 MISSION LN,ROCK POINT,4001,1,AZ,4,86545,9286594201,180,6,Yes,,,14,11,12,,,,,,,,,,,37,37,,,,,,,,2,43,1,1,1,2,4,,,,,,,,18.5,23,APACHE,Evangelical Lutheran Education Association (ELEA),,,,,,,,,,,,,,
A1170268,NEW COVENANT LUTHERAN CHURCH CHILDREN'S MINISTRY C,2,3,15152 N FRANK LLOYD WRIGHT BLVD,SCOTTSDALE,4013,13,AZ,4,85260,4803911264,120,6,No,,140,18,,,,,,,,,,,,,158,18,0,0,0,0,18,0,0,19.5,12,1,7,1,2,1,0,0,0,0,100,0,0,0.92,20,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
BB220016,NEW VISTAS CENTER FOR EDUCATION,2,11,670 N ARIZONA AVE STE 35,CHANDLER,4013,13,AZ,4,85225,4809632313,165,6,No,,150,60,44,44,44,44,30,19,,,,,,,435,285,,,,,,,,41.5,11,1,1,1,3,1,,,,,,,,6.86,30,MARICOPA,National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,,
31811,NEW WAY ACADEMY,6,17,5048 E OAK ST,PHOENIX,4013,13,AZ,4,85008,6023898600,180,7,Yes,,,,3,2,13,10,23,22,19,30,35,40,24,38,259,259,1,8,21,11,218,0,0,43.3,11,1,4,3,3,1,0.38,3.08,8.1,4.24,84.16,0,0,5.98,30,MARICOPA,National Association of Independent Schools (NAIS),,,,,,,,,,,,,,
A0507074,NOAHS ARK PRESCHOOL AND KINDERGARTEN,2,4,2745 N 32ND ST,MESA,4013,13,AZ,4,85213,4803250687,183,6,No,,46,6,,,,,,,,,,,,,52,6,0,0,0,1,5,0,0,2,11,1,7,1,2,1,0,0,0,16.66,83.33,0,0,3,21,MARICOPA,Evangelical Lutheran Education Association (ELEA),,,,,,,,,,,,,,
A1500093,NOOR ACADEMY OF ARIZONA,3,13,1130 W 23RD ST,TEMPE,4013,13,AZ,4,85282,4808291443,180,6.83,Yes,,,8,6,12,7,9,8,8,9,1,,,,,68,68,0,20,1,40,0,0,7,8,12,1,1,1,2,1,0,29.41,1.47,58.82,0,0,10.29,8.5,17,MARICOPA,Islamic School League of America (ISLA),,,,,,,,,,,,,,
A0970036,NORTH PHOENIX BAPTIST CHURCH PRESCHOOL,2,3,5757 N CENTRAL AVE,PHOENIX,4013,13,AZ,4,85012,6027075821,240,10.5,Yes,,153,10,,,,,,,,,,,,,163,10,0,1,3,1,5,0,0,1.6,11,1,7,1,2,1,0,10,30,10,50,0,0,6.25,8,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A0900120,NORTH VALLEY CHRISTAIN ACADEMY,2,17,33655 N 27TH DR,PHOENIX,4013,13,AZ,4,85085,6235513454,176,7.08,No,,61,51,38,41,23,34,35,27,41,39,48,32,25,15,510,449,3,10,31,11,371,5,18,25.1,11,1,1,3,2,1,0.66,2.22,6.9,2.44,82.62,1.11,4,17.88,20,MARICOPA,Association of Christian Schools International (ACSI),Other religious school association(s),,,,,,,,,,,,,
A1500095,NORTHLAND CHRISTIAN SCHOOL,3,17,8000 N US HIGHWAY 89,FLAGSTAFF,4005,5,AZ,4,86004,9285260327,170,7,Yes,,,13,7,14,11,10,9,8,3,8,4,3,2,1,93,93,9,1,18,0,55,6,4,8,41,1,1,3,2,4,9.67,1.07,19.35,0,59.13,6.45,4.3,11.62,5,COCONINO,American Association of Christian Schools (AACS),,,,,,,,,,,,,,
A0900142,NORTHMINSTER CHRISTIAN SCHOOL,2,3,2450 E FORT LOWELL RD,TUCSON,4019,19,AZ,4,85719,5203272321,170,5.5,Yes,,32,5,,,,,,,,,,,,,37,5,0,0,2,1,2,0,0,1,11,1,7,1,2,1,0,0,40,20,40,0,0,5,27,PIMA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A0300071,NOTRE DAME PREPARATORY,14,17,9701 E BELL RD,SCOTTSDALE,4013,13,AZ,4,85260,4806348200,180,6.5,No,,,,,,,,,,,,258,227,188,190,863,863,2,23,94,10,721,8,5,66.3,12,1,1,2,1,1,0.23,2.66,10.89,1.15,83.54,0.92,0.57,13.01,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
31232,OUR LADY OF MOUNT CARMEL SCHOOL,3,13,2117 S RURAL RD,TEMPE,4013,13,AZ,4,85282,4809675567,,6.75,Yes,,,47,50,40,40,56,51,40,54,37,,,,,415,415,,,,,,,,18,12,1,1,1,1,1,,,,,,,,23.05,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
31243,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,2,13,3801 N MILLER RD,SCOTTSDALE,4013,13,AZ,4,85251,4808743721,180,7,Yes,,30,25,27,24,30,32,34,28,36,36,,,,,302,272,8,5,54,10,194,1,0,22,12,1,1,1,1,1,2.94,1.83,19.85,3.67,71.32,0.36,0,12.36,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
31469,OUR LADY OF PERPETUAL HELP CATHOLIC SCHOOL,2,13,7521 N 57TH AVE,GLENDALE,4013,13,AZ,4,85301,6239317288,180,7.5,Yes,,37,18,34,36,38,36,44,34,30,30,,,,,337,300,5,4,235,11,19,0,26,18,21,1,1,1,1,2,1.66,1.33,78.33,3.66,6.33,0,8.66,16.66,1,MARICOPA,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
A1992116,OUR LADY OF SORROW ACADEMY,3,17,750 E BASELINE RD,PHOENIX,4013,13,AZ,4,85042,6023057183,180,6.75,Yes,,,11,13,11,10,10,6,10,6,8,9,5,4,3,106,106,0,3,46,5,52,0,0,13.8,11,1,1,3,1,1,0,2.83,43.39,4.71,49.05,0,0,7.68,1,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A1700077,OUR LADY OF THE LAKE CATHOLIC SCHOOL,2,10,1975 DAYTONA AVE,LAKE HAVASU CITY,4015,15,AZ,4,86403,9288550154,180,7,No,,19,9,16,13,16,10,7,,,,,,,,90,71,0,2,42,0,21,0,6,5,13,1,1,1,1,1,0,2.81,59.15,0,29.57,0,8.45,14.2,1,MOHAVE,National Catholic Educational Association (NCEA),,,,,,,,,,,,,,
BB220026,OUR LADY OF THE SUN CATHOLIC CHURCH,6,17,12546 W PEORIA AVE,EL MIRAGE,4013,13,AZ,4,85335,6232135478,180,7.5,Yes,,,,2,4,5,2,3,2,4,2,4,3,5,2,38,38,0,6,11,0,18,0,3,5.1,21,1,1,3,1,2,0,15.78,28.94,0,47.36,0,7.89,7.45,1,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
30931,OUR MOTHER OF SORROWS CATHOLIC SCHOOL,2,13,1800 S KOLB RD,TUCSON,4019,19,AZ,4,85710,5207471027,180,7.16,Yes,15,33,25,27,28,33,21,28,32,36,38,,,,,316,283,0,3,138,7,127,0,8,17.6,11,1,3,1,1,1,0,1.06,48.76,2.47,44.87,0,2.82,16.07,1,PIMA,National Catholic Educational Association (NCEA),National Association for the Education of Young Children (NAEYC),,,,,,,,,,,,,
A1970279,PALM VALLEY MONTESSORI L L C,2,9,629 N SARIVAL AVE,GOODYEAR,4013,13,AZ,4,85338,6239869516,195,7.25,No,,32,10,2,10,6,2,,,,,,,,,62,30,0,9,6,0,5,2,8,8.5,22,1,2,1,3,2,0,30,20,0,16.66,6.66,26.66,3.52,30,MARICOPA,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,,,,,,,,
31695,PARADISE VALLEY CHRISTIAN PREPARATORY,2,17,11875 N 24TH ST,PHOENIX,4013,13,AZ,4,85028,6025098583,180,7,Yes,,24,33,15,18,25,17,25,14,32,28,22,18,16,22,309,285,6,21,36,11,202,2,7,28,11,1,1,3,2,1,2.1,7.36,12.63,3.85,70.87,0.7,2.45,10.17,8,MARICOPA,Association of Christian Schools International (ACSI),Other school association(s),,,,,,,,,,,,,
A0500080,PARDES JEWISH DAY SCHOOL,3,13,12753 N SCOTTSDALE RD,SCOTTSDALE,4013,13,AZ,4,85254,4809919141,170,7.16,No,,,40,29,39,31,31,40,29,34,24,,,,,297,297,0,2,9,0,274,0,12,41.5,12,1,1,1,2,1,0,0.67,3.03,0,92.25,0,4.04,7.15,18,MARICOPA,Prizmah: Center for Jewish Day Schools (PRIZMAH),Other school association(s),,,,,,,,,,,,,
A2100200,PATHWAYS SCHOOL,3,17,1540 N BURK ST,GILBERT,4013,13,AZ,4,85234,4802597788,180,6,No,,,8,5,10,18,15,10,10,10,6,10,8,3,4,117,117,0,2,8,3,101,0,3,14.3,21,1,4,3,3,2,0,1.7,6.83,2.56,86.32,0,2.56,8.18,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9500134,PAYSON COMMUNITY CHRISTIAN SCHOOL,2,13,1000 E FRONTIER ST,PAYSON,4007,7,AZ,4,85541,9284748050,144,7.5,Yes,,39,15,17,14,12,8,7,7,7,2,,,,,128,89,6,1,12,0,70,0,0,7,33,1,1,1,2,3,6.74,1.12,13.48,0,78.65,0,0,12.71,29,GILA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
2001895,PERIDOT-OUR SAVIOR'S LUTHERAN ELEMENTARY SCHOOL,3,13,PO BOX 118,PERIDOT,4007,7,AZ,4,85542,9284757537,175,7,Yes,,,19,17,17,21,17,16,14,14,13,,,,,148,148,146,0,0,0,2,0,0,8.9,41,1,1,1,2,4,98.64,0,0,0,1.35,0,0,16.62,20,GILA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
31731,PHOENIX CHRISTIAN PREPARATORY SCHOOL,2,17,1751 W INDIAN SCHOOL RD,PHOENIX,4013,13,AZ,4,85015,6022654707,180,7,Yes,,76,28,21,32,23,30,24,38,31,41,55,44,38,53,534,458,13,10,228,83,124,0,0,27.5,11,1,1,3,2,1,2.83,2.18,49.78,18.12,27.07,0,0,16.65,29,MARICOPA,Association of Christian Schools International (ACSI),,,,,,,,,,,,,,
A2100201,PHOENIX HEBREW ACADEMY,2,13,515 E BETHANY HOME RD,PHOENIX,4013,13,AZ,4,85012,6022777479,174,8,No,,33,9,8,18,8,12,14,19,15,12,,,,,148,115,0,0,0,0,115,0,0,29.3,11,1,1,1,2,1,0,0,0,0,100,0,0,3.92,18,MARICOPA,National Society for Hebrew Day Schools (Torah Umesorah),,,,,,,,,,,,,,
A2100205,PIECEFUL SOLUTIONS LLC,3,17,"5222 E BASELINE RD, STE 108",GILBERT,4013,13,AZ,4,85234,4803094792,172,6.83,No,,,5,3,3,3,2,8,9,19,17,24,13,29,34,169,169,,,,,,,,15,21,1,4,3,3,2,,,,,,,,11.26,30,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
AA900003,PILGRIM LUTHERAN SCHOOL,2,13,3257 E UNIVERSITY DR,MESA,4013,13,AZ,4,85213,4808301724,174,7,Yes,,17,4,7,8,6,7,3,5,5,7,,,,,69,52,1,0,0,1,50,0,0,5.6,11,1,1,1,2,1,1.92,0,0,1.92,96.15,0,0,9.28,22,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
A9900142,PLEASANTVIEW CHRISTIAN ELEMENTARY SCHOOL,3,13,PO BOX 8459,PHOENIX,4013,13,AZ,4,85066,6022767815,160,8,No,1,,4,5,6,7,8,4,6,6,9,,,,,56,56,0,2,30,8,4,0,12,5,11,1,1,1,2,1,0,3.57,53.57,14.28,7.14,0,21.42,11.2,8,MARICOPA,School does not belong to ANY associations or organizations,,,,,,,,,,,,,,
BB200014,PRESCOTT ADVENTIST CHRISTIAN SCHOOL,3,13,2980 WILLOW CREEK RD,PRESCOTT,4025,25,AZ,4,86301,9282248022,180,7,Yes,,,3,6,4,,4,3,2,1,2,,,,,25,25,0,0,5,3,12,0,5,2,13,1,1,1,2,1,0,0,20,12,48,0,20,12.5,8,YAVAPAI,General Conference of the Seventh-Day Adventist Church (GCSDAC),,,,,,,,,,,,,,
31662,PRIMAVERA SCHOOL,2,10,1446 MOYER RD,PRESCOTT,4025,25,AZ,4,86303,9284455382,180,6.16,No,,40,26,14,16,8,9,7,,,,,,,,120,80,0,1,1,0,75,1,2,8.8,13,1,1,1,3,1,0,1.25,1.25,0,93.75,1.25,2.5,9.09,30,YAVAPAI,Other special emphasis association(s),,,,,,,,,,,,,,
